run,seed,status,screenshotIndex,screenshotFile,size,river,shore,walls,retries,rejectDistinct,rejectDistance,rejectSide,timeout,cityGenerationMs,navMeshGenerationMs,pathfindingUntilFoundMs,pathfindingMsByRetry,startX,startY,startWardType,startArea,goalX,goalY,goalWardType,goalArea,straightLineDistance,selectedRouteIndexes,route1Length,route2Length,route3Length,route4Length,route1Side,route2Side,route3Side,route4Side,route1SideLabel,route2SideLabel,route3SideLabel,route4SideLabel,candidateRouteLengths,reason,failedAttempts
437,1086894987,ok,437,route-stress-0437.png,29,true,false,true,3,0,0,3,0,501,15,369,89|92|144|39,-45.070923,-34.824536,generic,inner,-53.845358,17.335917,generic,inner,52.893,3|4,,,78.543,78.619,-5.038385,2.053712,-9.835689,4.007455,L,R,L,R,63.715|73.61|78.543|78.619,ok,"-5.810046,23.330507>-32.983092,-7.581216:side;-46.500404,22.517628>-18.579343,-33.110510:side;69.214635,52.172293>31.066589,91.515323:side"
438,1227688371,ok,438,route-stress-0438.png,36,false,true,false,2,0,0,2,0,361,13,369,151|89|127,-29.045722,-38.920154,generic,inner,-5.737214,27.799279,generic,inner,70.674,2|3,,107.878,110.671,,2.202543,7.42211,-4.43856,-10.615696,R,R,L,L,81.539|107.878|110.671|114.277,ok,"-76.387568,-53.045830>-77.535672,22.235865:side;13.059528,-68.150071>-8.094138,12.456620:side"
439,657621344,ok,439,route-stress-0439.png,40,false,false,false,0,0,0,0,0,483,15,106,106,-39.223441,76.138791,generic,inner,-94.556287,26.804467,generic,inner,74.132,3|4,,,126.166,126.313,-12.294628,-14.95076,9.475431,-2.329091,L,L,R,L,116.006|118.777|126.166|126.313,ok,
440,1977386234,ok,440,route-stress-0440.png,34,true,true,false,1,0,0,1,0,488,12,113,103|9,-46.724861,-18.493931,generic,inner,9.898839,1.624866,park,inner,60.092,3|4,,,85.933,91.881,-5.208008,1.188185,12.867914,-10.152203,L,R,R,L,68.595|74.977|85.933|91.881,ok,"-16.843281,20.589609>-32.919534,-78.394883:side"
441,1217651405,ok,441,route-stress-0441.png,26,true,true,true,9,0,0,9,0,396,8,722,161|89|93|7|41|116|114|82|5|5,-46.030988,61.018958,generic,inner,27.443977,70.528271,gate,inner,74.088,1|2,87.061,87.419,,,9.811068,-3.65351,6.080268,-6.162057,R,L,R,L,87.061|87.419|91.51|96.565,ok,"56.152848,75.272255>82.058180,38.724793:side;66.284676,7.506002>-8.569500,94.834160:side;-35.222944,84.343470>58.800460,73.271349:side;64.667764,5.637214>37.115330,85.969487:side;64.507886,3.960761>-11.578106,40.222103:side;8.301365,74.737945>-79.349576,34.872976:side;-77.904647,33.650000>28.639177,70.152986:side;-91.508114,18.504438>-68.174897,-17.403930:side;63.864705,5.660483>22.712011,4.201075:side"
442,621679473,ok,442,route-stress-0442.png,28,false,true,false,2,0,0,2,0,353,4,184,78|60|44,-51.952016,14.80575,generic,inner,-1.516847,45.723683,generic,inner,59.158,2|3,,91.961,94.729,,0.766035,-9.967781,3.46162,16.025669,R,L,R,R,83.344|91.961|94.729|109.601,ok,"-36.717727,-48.503817>41.002354,-46.261069:side;-62.245688,-12.994684>13.372664,0.695705:side"
443,1694580610,ok,443,route-stress-0443.png,25,true,false,true,5,0,0,5,0,320,11,518,246|104|38|52|46|19,-6.3108,31.541664,generic,inner,44.791152,-28.308191,generic,inner,78.698,2|3,,89.867,94.592,,-2.258963,-5.564088,7.422199,8.355078,L,L,R,R,84.893|89.867|94.592|111.476,ok,"-40.434392,70.607285>31.387127,67.395458:side;49.855141,-15.577437>10.191783,-2.931266:side;-34.408652,72.982165>69.115904,12.893170:side;67.008817,-31.963962>-11.865284,33.191590:side;39.393958,63.532563>-32.759545,-8.207802:side"
444,1321429635,ok,444,route-stress-0444.png,35,true,true,true,1,0,0,1,0,342,14,291,124|164,-29.116024,-55.998759,generic,inner,11.876163,-107.888273,gate,inner,66.128,3|4,,,139.065,140.815,0.264695,8.356386,-16.239531,20.643182,R,R,L,R,72.169|117.562|139.065|140.815,ok,"89.686542,-60.905447>68.902458,-16.567259:side"
445,861221888,ok,445,route-stress-0445.png,38,false,true,true,5,0,0,5,0,26,5,419,89|100|71|32|45|72,-200.097843,151.656111,generic,inner,-128.578427,186.255448,generic,inner,79.449,1|2,129.994,131.36,,,-6.491508,16.353711,-14.857302,-25.88089,L,R,L,L,129.994|131.36|136.307|161.02,ok,"-30.399725,186.395653>-125.915383,254.219835:side;-46.566281,131.920857>-123.923715,90.492175:side;-212.722470,23.756022>-205.485154,-88.927631:side;-252.003445,-159.645292>-244.868226,-40.770385:side;-28.359179,334.675896>2.205538,265.256332:side"
446,1831752239,ok,446,route-stress-0446.png,40,false,true,false,2,0,0,2,0,510,19,470,194|106|167,0.81743,-49.891099,generic,inner,48.98678,1.915494,generic,inner,70.74,1|2,91.552,92.854,,,7.103503,-4.009535,12.267754,-6.503183,R,L,R,L,91.552|92.854|104.107|114.307,ok,"13.763036,54.040309>72.875043,24.863963:side;-65.877430,20.103454>-41.255435,-31.131840:side"
447,1826112776,ok,447,route-stress-0447.png,37,true,true,true,6,0,0,6,1,326,25,769,342|68|6|89|6|209|31,19.097626,-137.06665,gate,inner,-20.425114,-30.170487,generic,inner,113.969,1|2,131.59,142.659,,,-1.831224,9.125367,6.041914,27.46375,L,R,R,R,131.59|142.659|156.364|204.031,ok,"-4.829835,-125.662235>99.382090,-117.894671:side;-25.907288,-33.127108>0.826896,10.286971:side;-5.885147,-51.394211>-20.851416,-3.333052:side;-22.832709,-23.030350>36.500688,-105.219525:side;-32.782441,-83.275146>12.663817,-4.311869:side;8.518250,-4.304661>-36.814510,-43.996435:side:timeout"
448,738998372,ok,448,route-stress-0448.png,28,false,false,true,8,0,0,8,0,412,11,439,107|0|28|33|216|3|17|15|10,27.543996,33.11704,generic,inner,-76.716577,20.151312,outerHighrise,outsideWall,105.064,3|4,,,144.31,153.628,-2.648158,9.165594,-14.611707,23.716819,L,R,L,R,116.1|128.918|144.31|153.628,ok,"0.001242,51.043937>-21.999469,-24.428989:side;85.707889,-10.146515>20.401350,31.661437:side;7.004786,-37.025890>24.401739,0.910935:side;-14.218554,8.551051>-67.774629,33.492562:side;40.381347,3.744622>86.404073,-4.738044:side;26.283249,34.276902>30.021586,-21.033994:side;-75.853801,1.015288>-2.088641,81.254002:side;68.165150,11.954590>-9.713346,-48.655444:side"
449,477409597,ok,449,route-stress-0449.png,39,false,false,true,0,0,0,0,0,353,14,60,59,115.513099,14.724772,outerHighrise,outsideWall,98.163929,-42.359966,gate,inner,59.663,2|3,,86.703,93.591,,3.082716,0.081895,-11.415087,-11.279229,R,R,L,L,66.212|86.703|93.591|113.067,ok,
450,58375893,ok,450,route-stress-0450.png,29,false,false,true,3,0,0,3,0,396,11,337,35|114|102|83,-15.162317,6.087649,park,inner,-88.427199,18.336898,outerHighrise,outsideWall,74.282,3|4,,,121.124,128.723,4.445355,11.442187,-8.571578,14.076201,R,R,L,R,88.369|107.083|121.124|128.723,ok,"0.185717,3.245429>74.080268,1.028806:side;-34.450846,-44.202118>-8.312865,43.792396:side;-21.044072,-21.907532>58.272278,49.732731:side"
451,325756869,ok,451,route-stress-0451.png,34,false,false,false,0,0,0,0,0,440,6,97,97,48.052581,-79.351828,generic,inner,39.387436,-11.241301,generic,inner,68.66,3|4,,,120.043,120.791,3.029195,7.447235,-14.010657,11.072707,R,R,L,R,104.411|107.158|120.043|120.791,ok,
452,1531475126,ok,452,route-stress-0452.png,35,true,false,true,2,0,0,2,1,453,16,613,448|88|67,-19.725663,-78.774165,gate,inner,-60.938229,-48.817791,gate,inner,50.95,1|2,71.241,73.448,,,10.583061,-1.213244,2.348242,-1.339812,R,L,R,L,71.241|73.448|83.114|95.232,ok,"69.094749,-21.293102>-31.579175,-80.265159:side:timeout;-67.826412,18.671256>-42.879712,-27.474907:side"
453,1363177820,ok,453,route-stress-0453.png,26,false,false,true,7,0,1,6,0,270,7,405,65|27|45|121|36|89|9|5,26.905561,-16.864205,generic,inner,13.089193,38.414564,generic,inner,56.979,1|2,85.931,86.256,,,8.303314,-3.332111,10.037769,6.72713,R,L,R,R,85.931|86.256|89.433|90.542,ok,"-6.859571,-2.403258>55.371275,-17.388787:side;19.906543,-0.850443>-36.800781,20.111156:side;5.282217,60.516848>32.762666,-51.436012:side;-31.730041,66.540371>-76.266415,17.739443:side;41.653320,49.701228>-34.398380,49.588023:side;13.753276,85.844903>60.680832,55.729073:distance;62.817033,-4.939802>0.310689,43.494815:side"
454,2108707820,ok,454,route-stress-0454.png,36,true,true,false,6,1,0,5,0,323,18,740,168|44|245|139|42|42|52,-53.168499,-4.027873,generic,inner,-101.994703,45.419321,generic,inner,69.491,2|3,,130.704,131.985,,9.944289,16.129029,-6.789411,-5.421445,R,R,L,L,103.849|130.704|131.985|136.211,ok,"-69.117020,87.489302>-104.575867,41.972031:side;-12.177813,62.933649>6.414901,22.972205:side;-60.182574,-49.069068>2.526844,23.266192:side;-105.890634,-50.810440>-55.958906,-53.046844:distinct;28.913447,17.645037>-26.895352,-3.856575:side;-9.056154,-10.701164>-77.942318,-56.856042:side"
455,991408449,ok,455,route-stress-0455.png,25,false,true,true,1,0,0,1,0,274,7,135,78|55,42.528505,-2.231239,generic,inner,4.901223,32.008197,generic,inner,50.874,3|4,,,89.033,93.453,5.85553,7.237275,-8.717415,2.465066,R,R,L,R,66.733|76.028|89.033|93.453,ok,"-77.259484,22.754823>-21.499489,-14.529570:side"
456,134177663,ok,456,route-stress-0456.png,40,false,true,false,1,0,0,1,0,510,9,150,41|108,42.689325,26.32269,generic,inner,8.239949,80.360738,generic,inner,64.085,1|2,81.49,87.976,,,7.436545,-4.168243,18.161575,-22.630449,R,L,R,L,81.49|87.976|105.876|144.084,ok,"58.706875,35.961938>48.166675,-17.652703:side"
457,1473920770,ok,457,route-stress-0457.png,28,true,true,true,7,0,0,7,0,446,8,721,129|190|35|118|28|176|25|9,38.324152,-1.825652,generic,inner,-3.188592,1.228974,plaza,inner,41.625,3|4,,,94.335,95.17,-1.26762,7.881377,-12.853539,13.905901,L,R,L,R,44.39|74.08|94.335|95.17,ok,"-9.082930,31.204618>-38.569160,-16.897268:side;93.517917,55.458089>28.789000,51.493037:side;80.444355,18.552049>15.238105,29.552269:side;-1.315566,-2.657515>-6.769754,115.131437:side;55.861221,58.771330>28.239699,17.882522:side;24.732470,48.249047>-45.350140,-17.524348:side;4.492973,33.098083>-86.779756,24.267911:side"
458,910231655,ok,458,route-stress-0458.png,36,true,false,false,6,0,0,6,1,547,14,1016,293|15|267|6|26|391|10,-32.371315,-4.222588,generic,inner,-29.755237,-56.384838,generic,inner,52.228,1|2,74.809,75.029,,,10.345766,-2.184814,4.308572,-15.873189,R,L,R,L,74.809|75.029|89.056|123.716,ok,"-79.552466,-33.648369>10.528678,-70.608542:side;-70.182419,-61.257688>44.007855,-45.864143:side;21.412047,6.874218>-25.487306,-85.873246:side;-85.705081,-45.215244>-12.923836,-6.060144:side;13.763980,-67.835683>67.397785,2.965457:side;35.406128,68.307229>-71.914054,43.123135:side:timeout"
459,185751240,ok,459,route-stress-0459.png,28,true,false,true,0,0,0,0,0,438,13,161,158,-80.985233,38.912334,outerHighrise,outsideWall,27.352687,46.570426,generic,inner,108.608,2|3,,129.756,129.885,,3.404123,7.801602,-8.062393,-7.722147,R,R,L,L,121.677|129.756|129.885|136.625,ok,
460,1294465153,ok,460,route-stress-0460.png,33,false,false,true,4,0,0,4,0,328,9,329,81|158|46|29|4,-37.61312,-16.345947,generic,inner,-22.484848,61.338597,generic,inner,79.144,3|4,,,97.796,98.036,-4.311775,-1.405864,3.550725,-7.149933,L,L,R,L,90.11|91.492|97.796|98.036,ok,"-85.468114,3.694039>-60.446639,59.349423:side;-2.072517,-4.176464>92.397390,-11.854931:side;7.969597,-45.324755>-40.392818,23.650957:side;4.069488,11.793509>-85.534207,32.107825:side"
461,535323003,ok,461,route-stress-0461.png,25,false,false,true,1,0,0,1,0,273,8,195,90|102,-36.76444,38.676641,gate,inner,51.055101,1.813033,gate,inner,95.243,2|3,,129.048,130.234,,18.660759,9.592764,-7.275977,-9.002485,R,R,L,L,126.32|129.048|130.234|137.172,ok,"-15.613741,2.295884>-24.404401,63.503884:side"
462,1502742499,ok,462,route-stress-0462.png,40,false,false,true,7,0,0,7,0,686,17,572,94|138|87|121|94|5|1|23,43.405771,82.888057,generic,inner,77.659845,25.520012,gate,inner,66.816,2|3,,101.981,106.01,,-7.946918,9.443166,-11.927644,-25.977049,L,R,L,L,95.976|101.981|106.01|157.957,ok,"-67.506336,50.916635>-97.458121,-48.590650:side;-15.064970,1.410062>-41.535763,43.809907:side;52.748993,-22.885409>63.782041,61.124721:side;35.258076,90.662741>84.567352,65.903099:side;1.254785,0.270102>44.466759,-51.943054:side;-33.857859,79.325200>41.807484,83.945057:side;-20.878945,102.565439>44.509067,83.640769:side"
463,414111614,ok,463,route-stress-0463.png,39,false,false,false,1,0,0,1,0,544,11,208,151|55,47.955216,40.524264,generic,inner,34.875731,-26.002205,generic,inner,67.8,2|3,,107.104,107.114,,-7.558271,10.661851,-5.687869,-7.468518,L,R,L,L,90.341|107.104|107.114|108.986,ok,"-2.121519,-64.516748>78.800543,-17.693437:side"
464,1069201416,ok,464,route-stress-0464.png,25,true,false,false,1,0,0,1,0,512,9,241,137|102,-11.032029,-65.136802,generic,inner,59.59206,10.012333,generic,inner,103.127,1|2,121.405,121.471,,,7.035473,-2.969294,-5.668424,-11.210292,R,L,L,L,121.405|121.471|125.788|128.669,ok,"0.126206,-12.323936>-42.457419,-33.673346:side"
465,529247599,ok,465,route-stress-0465.png,34,true,false,true,2,0,0,2,1,487,20,823,141|152|525,-9.041265,87.475197,outerHighrise,outsideWall,-93.189712,9.422624,outerHighrise,outsideWall,114.774,2|3,,180.71,201.393,,0.463893,-16.40592,25.40756,,R,L,R,,156.26|180.71|201.393,ok,"-73.270800,10.936858>-26.117404,-53.206355:side;-7.655884,82.324151>80.740709,72.750137:side"
466,1633787920,ok,466,route-stress-0466.png,39,false,false,true,4,1,0,3,0,642,22,602,171|188|85|71|76,34.335689,-81.230574,gate,inner,1.043503,-17.635714,generic,inner,71.782,3|4,,,123.32,123.605,6.430787,-2.91223,-11.902147,11.388737,R,L,L,R,89.535|120.957|123.32|123.605,ok,"102.325124,14.370002>36.059116,-19.290705:distinct;-16.425570,108.774860>32.023659,42.367390:side;-33.759671,27.949873>-74.423219,22.478983:side;46.577417,-22.508095>66.203872,-73.201851:side"
467,678454553,ok,467,route-stress-0467.png,31,false,false,true,0,0,0,0,0,406,10,136,134,-29.758938,67.929499,gate,inner,8.724572,-30.792474,generic,inner,105.958,3|4,,,143.867,144.579,9.51817,-8.052477,24.330808,-5.744554,R,L,R,L,126.976|131.569|143.867|144.579,ok,
468,871276857,ok,468,route-stress-0468.png,28,true,true,true,2,0,0,2,1,468,19,710,207|409|87,-40.691164,-35.254874,generic,inner,-37.899853,59.873408,generic,inner,95.169,3|4,,,160.285,164.836,-5.407484,-12.829812,-15.680052,8.396811,L,L,L,R,114.624|138.946|160.285|164.836,ok,"26.539871,33.364863>98.610239,29.966920:side;-4.583769,43.676628>-51.931435,92.766338:side:timeout"
469,548575122,ok,469,route-stress-0469.png,25,false,false,true,0,0,0,0,0,279,8,134,133,48.154814,0.311823,park,inner,-56.581697,-18.792259,gate,inner,106.465,2|3,,128.811,129.478,,-3.778828,-8.398575,10.949678,-6.45345,L,L,R,L,124.29|128.811|129.478|130.594,ok,
470,1227445916,ok,470,route-stress-0470.png,31,false,false,true,4,0,0,4,0,394,12,431,78|121|162|6|60,43.141143,-9.045705,generic,inner,-39.845631,18.726564,generic,inner,87.511,2|3,,118.312,126.852,,-6.365209,-11.748827,6.783391,-19.061521,L,L,R,L,108.547|118.312|126.852|139.096,ok,"-7.860932,94.403313>-81.845511,36.778319:side;-35.743491,-38.081106>-35.896968,71.030899:side;77.389774,40.634609>-38.165382,55.462320:side;64.230342,30.360027>2.548353,18.504245:side"
471,1943386779,ok,471,route-stress-0471.png,33,false,true,true,0,0,0,0,0,535,19,440,439,91.139072,-23.540326,gate,inner,100.295039,84.04343,outerHighrise,outsideWall,107.973,2|3,,169.399,171.551,,-8.860687,-13.407997,3.937523,12.055474,L,L,R,R,143.869|169.399|171.551|189.18,ok,
472,1079961226,ok,472,route-stress-0472.png,32,true,false,true,4,1,0,3,0,547,13,707,197|52|343|71|38,-80.807717,-6.28617,gate,inner,-22.040129,69.151231,generic,inner,95.627,3|4,,,133.267,138.357,14.884559,10.690592,11.983686,-3.984592,R,R,R,L,115.164|125.195|133.267|138.357,ok,"-30.048783,-49.359183>-8.905238,15.323432:side;-35.677019,-10.296632>25.739975,-68.965659:side;-30.178612,18.322892>-57.267414,75.479252:distinct;57.208193,15.821149>52.290974,67.532591:side"
473,1573644433,ok,473,route-stress-0473.png,38,true,false,true,6,0,0,6,0,539,18,855,202|64|67|191|138|59|119,70.016171,35.107704,generic,inner,49.017008,102.524736,outerHighrise,outsideWall,70.612,3|4,,,120.723,125.21,3.043339,-6.534981,-6.236146,7.276952,R,L,L,R,91.324|114.342|120.723|125.21,ok,"-77.405858,-32.897066>9.336911,-85.782127:side;-28.431793,19.372843>-35.071459,59.529004:side;36.074736,66.928594>-14.662503,0.322990:side;-32.597158,-50.908503>-0.482339,-0.110224:side;-49.219019,-21.056343>-47.857270,64.005449:side;-75.017031,14.617868>25.488412,36.924187:side"
474,1744377528,ok,474,route-stress-0474.png,37,true,true,true,2,0,0,2,0,411,16,290,169|76|43,-3.850346,15.697543,park,inner,66.423195,-19.218002,generic,inner,78.47,1|2,93.766,97.936,,,-8.320661,6.592337,-0.347363,-22.444049,L,R,L,L,93.766|97.936|102.568|115.369,ok,"60.572349,-47.627036>84.650640,66.228843:side;3.205637,-2.551551>82.650230,-56.452630:side"
475,1198836205,ok,475,route-stress-0475.png,27,false,false,true,0,0,0,0,0,383,12,228,228,-3.262474,-32.737132,generic,inner,-66.434472,60.281729,outerHighrise,outsideWall,112.442,3|4,,,170.564,172.077,21.218139,13.033337,-16.737526,20.037434,R,R,L,R,158.829|162.775|170.564|172.077,ok,
476,1774976659,ok,476,route-stress-0476.png,40,true,false,true,1,0,0,1,0,533,18,376,207|163,-97.494996,-39.712529,gate,inner,-115.050689,38.658446,outerHighrise,outsideWall,80.313,2|3,,140.567,146.882,,8.991218,13.483664,-1.374262,28.747997,R,R,L,R,100.61|140.567|146.882|166.617,ok,"35.157904,85.402994>-58.738995,107.223080:side"
477,1652152125,ok,477,route-stress-0477.png,25,false,false,false,5,0,0,5,0,320,5,321,68|79|52|17|86|19,-7.922348,-17.902175,park,inner,-32.537775,43.578814,generic,inner,66.226,3|4,,,106.042,106.055,6.554919,14.068446,12.751836,-6.332231,R,R,R,L,86.519|102.839|106.042|106.055,ok,"1.651470,18.776584>49.543883,20.971163:side;87.653718,7.879534>21.174083,-38.713174:side;-10.320745,-23.932700>69.811993,17.049068:side;-1.202931,21.828651>25.861163,-44.061682:side;29.744327,36.432144>-57.508236,-37.809677:side"
478,1901123220,ok,478,route-stress-0478.png,37,true,true,false,4,0,0,4,1,408,20,956,706|185|6|47|4,-69.789554,50.808558,generic,inner,-41.996738,19.972949,generic,inner,41.512,2|3,,79.092,81.761,,-2.578943,7.3289,-5.364201,-7.905554,L,R,L,L,58.441|79.092|81.761|89.59,ok,"-130.801238,-28.172005>-70.172160,-128.833002:side:timeout;-0.864427,-13.925475>41.256655,-46.441417:side;-67.560279,2.631329>-39.475670,-68.873510:side;24.239482,-30.955129>-56.811685,48.428949:side"
479,583975729,ok,479,route-stress-0479.png,27,false,true,true,6,0,0,6,0,298,8,466,76|47|126|125|29|35|23,25.248683,62.109457,gate,inner,-39.790737,13.332126,generic,inner,81.298,3|4,,,112.665,115.743,-3.044557,11.089798,-8.569452,13.597951,L,R,L,R,102.684|108.138|112.665|115.743,ok,"33.617643,-42.659279>-46.464385,-16.014776:side;-49.601770,-15.364966>-5.117734,25.388277:side;68.818540,24.361688>-20.455771,12.713895:side;-13.117119,81.137579>-81.380235,7.826253:side;-31.348215,-32.608028>10.061664,-58.578740:side;-43.855425,73.058076>15.998195,1.766176:side"
480,1947461652,ok,480,route-stress-0480.png,40,true,true,false,7,0,0,7,0,493,14,532,75|220|17|63|93|18|28|8,-41.693417,70.006531,generic,inner,-17.506278,118.678039,generic,inner,54.35,3|4,,,123.214,123.832,5.273717,-4.959725,17.821744,-10.618436,R,L,R,L,70.033|97.39|123.214|123.832,ok,"37.187575,109.909476>-3.673261,135.692213:side;37.699117,22.282369>70.187399,-70.291514:side;9.101161,12.523046>32.004832,-27.911108:side;69.717583,24.016206>-16.065769,72.384984:side;137.886396,25.816729>127.015459,-27.566558:side;-24.983348,50.714858>61.485281,21.242839:side;-63.715627,102.166761>-1.566995,25.352442:side"
481,478387177,ok,481,route-stress-0481.png,39,true,true,true,0,0,0,0,0,556,12,147,146,-129.908336,132.871306,outerHighrise,outsideWall,-40.675909,151.658242,outerHighrise,outsideWall,91.189,1|2,95.545,128.036,,,-3.853288,15.305411,41.355071,,L,R,R,,95.545|128.036|213.429,ok,
482,509688303,ok,482,route-stress-0482.png,38,true,true,true,2,0,0,2,0,300,12,361,116|141|100,3.052088,132.224014,gate,inner,-52.110035,68.438392,gate,inner,84.33,1|2,104.635,110.574,,,-6.860011,3.825748,20.91105,23.400088,L,R,R,R,104.635|110.574|138.307|165.984,ok,"-132.048327,-42.746701>-50.594187,-2.850459:side;-42.200923,3.936276>-73.156293,66.053235:side"
483,410629528,ok,483,route-stress-0483.png,29,true,true,true,0,0,0,0,0,282,10,68,66,7.184345,41.874957,gate,inner,-13.579066,-8.609181,park,inner,54.587,3|4,,,75.599,77.816,2.29109,-5.753273,-9.14253,7.511005,R,L,L,R,58.772|61.324|75.599|77.816,ok,
484,2017608928,ok,484,route-stress-0484.png,36,false,true,true,2,0,0,2,0,408,11,271,63|139|65,-35.403308,-59.820843,gate,inner,-100.844924,20.653617,outerHighrise,outsideWall,103.724,3|4,,,152.476,152.952,-8.652339,-4.071391,4.834259,-13.453862,L,L,R,L,141.712|147.228|152.476|152.952,ok,"72.076224,-43.698555>32.807045,-74.887471:side;-80.641224,10.597995>21.508604,37.597348:side"
485,116384648,ok,485,route-stress-0485.png,33,true,true,true,5,0,0,5,1,329,28,940,174|278|59|409|1|10,65.401381,29.023497,generic,inner,-36.795108,43.428181,gate,inner,103.207,2|3,,148.039,148.588,,-0.76039,-12.738723,0.232113,10.139484,L,L,R,R,146.53|148.039|148.588|155.864,ok,"-54.908897,-1.450876>-0.256254,2.655296:side;14.320689,23.915971>49.400418,-18.585322:side;15.536908,101.218785>47.504292,47.695410:side;18.714540,11.454888>13.289758,117.010470:side:timeout;-83.118479,53.843074>10.906361,76.761143:side"
486,486376851,ok,486,route-stress-0486.png,40,false,true,true,1,0,0,1,0,259,15,200,112|87,95.659728,16.652221,gate,inner,90.760094,69.284222,gate,inner,52.86,3|4,,,101.05,102.153,0.404158,5.836474,14.124816,-3.877296,R,R,R,L,59.834|81.643|101.05|102.153,ok,"-75.396462,-51.437846>-108.680726,28.662335:side"
487,1350016212,ok,487,route-stress-0487.png,38,false,true,false,0,0,0,0,0,617,16,73,72,-17.572861,-117.824671,generic,inner,-13.188897,-9.578435,park,inner,108.335,2|3,,137.713,139.137,,10.18529,-9.332321,5.143173,14.815325,R,L,R,R,131.96|137.713|139.137|146.559,ok,
488,969496446,ok,488,route-stress-0488.png,35,true,true,true,0,0,0,0,0,351,15,107,105,-82.449284,-28.080722,gate,inner,-86.624502,-72.774592,gate,inner,44.888,2|3,,89.112,94.769,,-8.665076,-20.161557,6.116073,10.168952,L,L,R,R,60.889|89.112|94.769|112.542,ok,
489,2066328779,ok,489,route-stress-0489.png,31,false,true,true,2,0,0,2,1,464,10,468,1|402|59,-56.823262,58.880245,gate,inner,-38.737954,-12.869374,generic,inner,73.994,3|4,,,110.768,115.528,-0.40517,-8.086971,-10.743198,6.414128,L,L,L,R,91.234|99.091|110.768|115.528,ok,"15.888410,98.783882>-73.049307,90.111460:side;17.481959,-7.664115>60.587858,83.211752:side:timeout"
490,1465461611,ok,490,route-stress-0490.png,25,true,false,true,1,0,0,1,0,256,10,220,199|18,-69.830383,17.118604,outerHighrise,outsideWall,-4.601953,57.159965,generic,inner,76.538,3|4,,,160.725,161.395,1.349471,1.200925,0.738246,-14.705413,R,R,R,L,139.234|142.78|160.725|161.395,ok,"-71.842468,24.687100>25.129180,53.042720:side"
491,1448234509,ok,491,route-stress-0491.png,26,true,false,false,0,0,0,0,1,435,9,467,466,50.260748,-49.843287,generic,inner,-50.462456,-29.061733,generic,inner,102.845,2|3,,139.169,168.465,,-0.113599,7.910052,-21.581281,,L,R,L,,113.176|139.169|168.465,ok,
492,2108319199,ok,492,route-stress-0492.png,39,true,true,true,1,0,0,1,0,435,18,322,238|79,62.791123,-55.554454,generic,inner,75.901218,51.617116,generic,inner,107.97,2|3,,146.728,152.307,,-1.029812,-2.972464,12.980961,14.439617,L,L,R,R,132.343|146.728|152.307|158.148,ok,"128.062477,-0.684588>15.642988,14.904689:side"
493,1094309260,ok,493,route-stress-0493.png,27,false,true,true,9,0,0,9,0,218,8,375,178|44|6|6|14|50|5|35|3|24,-2.441026,-27.821002,park,inner,-30.542138,64.613632,outerHighrise,outsideWall,96.612,3|4,,,132.842,134.575,4.843071,-3.260276,-8.288351,14.181677,R,L,L,R,109.513|120.25|132.842|134.575,ok,"39.488363,77.759618>38.391696,-36.558882:side;-49.590813,52.447121>0.421367,-23.174930:side;29.606127,60.809848>33.591546,-16.291021:side;3.427396,79.747291>41.138477,24.927010:side;-43.331160,8.902939>3.488654,78.415844:side;-80.140120,12.308084>35.977559,32.190046:side;17.660401,10.139230>-10.474324,53.325251:side;-4.322054,16.120005>-17.122978,-46.408488:side;-17.751624,28.433850>1.143345,74.212176:side"
494,889162041,ok,494,route-stress-0494.png,33,false,false,true,1,0,0,1,0,382,10,226,104|119,47.185904,79.210382,outerHighrise,outsideWall,-16.764804,-5.203968,park,inner,105.903,2|3,,123.157,124.281,,-6.015453,-7.463597,9.691107,13.112653,L,L,R,R,109.75|123.157|124.281|140.379,ok,"64.542529,-6.786246>-14.129894,-58.866765:side"
495,1948447134,ok,495,route-stress-0495.png,31,true,true,false,0,0,0,0,0,486,11,58,58,-74.882505,29.325656,generic,inner,-49.296744,-42.356979,generic,inner,76.112,3|4,,,105.522,106.922,4.440158,-10.59738,-0.737116,11.621545,R,L,L,R,100.581|103.71|105.522|106.922,ok,
496,2062413896,ok,496,route-stress-0496.png,39,false,true,true,0,0,0,0,0,257,14,110,109,-72.450694,-75.501041,gate,inner,-2.14699,2.390205,plaza,inner,104.927,2|3,,127.866,131.123,,-4.575042,2.270892,-8.829356,10.818421,L,R,L,R,121.567|127.866|131.123|138.053,ok,
497,1863968352,ok,497,route-stress-0497.png,35,true,true,true,0,0,0,0,0,395,11,175,174,-15.422599,4.452367,park,inner,-57.743413,-80.235754,generic,inner,94.674,2|3,,126.025,126.258,,6.82083,-7.116677,9.712706,-4.288953,R,L,R,L,117.614|126.025|126.258|130.371,ok,
498,12695129,ok,498,route-stress-0498.png,29,false,false,true,2,0,0,2,0,308,10,294,59|177|54,-19.296837,-68.423009,gate,inner,22.587463,-21.195909,generic,inner,63.124,3|4,,,89.768,89.857,-3.27936,8.148943,4.029549,-8.156484,L,R,R,L,79.817|88.429|89.768|89.857,ok,"13.867510,19.638595>-12.781982,57.335127:side;-59.726048,-20.784281>-13.521804,89.956137:side"
